ID,Description,Data_type,Method_WES,N_WES,N_Case_WES,N_Control_WES,Gender_specific,URL
25435,Mean OD in superior fronto-occipital fasciculus on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25435.v1.fastGWA.gz
25436,Mean OD in uncinate fasciculus on FA skeleton (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25436.v1.fastGWA.gz
25437,Mean OD in uncinate fasciculus on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25437.v1.fastGWA.gz
25438,Mean OD in tapetum on FA skeleton (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25438.v1.fastGWA.gz
25439,Mean OD in tapetum on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25439.v1.fastGWA.gz
25440,Mean ISOVF in middle cerebellar peduncle on FA skeleton,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25440.v1.fastGWA.gz
25441,Mean ISOVF in pontine crossing tract on FA skeleton,Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25441.v1.fastGWA.gz
25442,Mean ISOVF in genu of corpus callosum on FA skeleton,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25442.v1.fastGWA.gz
25443,Mean ISOVF in body of corpus callosum on FA skeleton,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25443.v1.fastGWA.gz
25444,Mean ISOVF in splenium of corpus callosum on FA skeleton,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25444.v1.fastGWA.gz
25445,Mean ISOVF in fornix on FA skeleton,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25445.v1.fastGWA.gz
25446,Mean ISOVF in corticospinal tract on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25446.v1.fastGWA.gz
25447,Mean ISOVF in corticospinal tract on FA skeleton (left),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25447.v1.fastGWA.gz
25448,Mean ISOVF in medial lemniscus on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25448.v1.fastGWA.gz
25449,Mean ISOVF in medial lemniscus on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25449.v1.fastGWA.gz
25450,Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25450.v1.fastGWA.gz
25451,Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25451.v1.fastGWA.gz
25452,Mean ISOVF in superior cerebellar peduncle on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25452.v1.fastGWA.gz
25453,Mean ISOVF in superior cerebellar peduncle on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25453.v1.fastGWA.gz
25454,Mean ISOVF in cerebral peduncle on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25454.v1.fastGWA.gz
25455,Mean ISOVF in cerebral peduncle on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25455.v1.fastGWA.gz
25456,Mean ISOVF in anterior limb of internal capsule on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25456.v1.fastGWA.gz
25457,Mean ISOVF in anterior limb of internal capsule on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25457.v1.fastGWA.gz
25458,Mean ISOVF in posterior limb of internal capsule on FA skeleton (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25458.v1.fastGWA.gz
25459,Mean ISOVF in posterior limb of internal capsule on FA skeleton (left),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25459.v1.fastGWA.gz
25460,Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25460.v1.fastGWA.gz
25461,Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25461.v1.fastGWA.gz
25462,Mean ISOVF in anterior corona radiata on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25462.v1.fastGWA.gz
25463,Mean ISOVF in anterior corona radiata on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25463.v1.fastGWA.gz
25464,Mean ISOVF in superior corona radiata on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25464.v1.fastGWA.gz
25465,Mean ISOVF in superior corona radiata on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25465.v1.fastGWA.gz
25466,Mean ISOVF in posterior corona radiata on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25466.v1.fastGWA.gz
25467,Mean ISOVF in posterior corona radiata on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25467.v1.fastGWA.gz
25468,Mean ISOVF in posterior thalamic radiation on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25468.v1.fastGWA.gz
25469,Mean ISOVF in posterior thalamic radiation on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25469.v1.fastGWA.gz
25470,Mean ISOVF in sagittal stratum on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25470.v1.fastGWA.gz
25471,Mean ISOVF in sagittal stratum on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25471.v1.fastGWA.gz
25472,Mean ISOVF in external capsule on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25472.v1.fastGWA.gz
25473,Mean ISOVF in external capsule on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25473.v1.fastGWA.gz
25474,Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25474.v1.fastGWA.gz
25475,Mean ISOVF in cingulum cingulate gyrus on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25475.v1.fastGWA.gz
25476,Mean ISOVF in cingulum hippocampus on FA skeleton (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25476.v1.fastGWA.gz
25477,Mean ISOVF in cingulum hippocampus on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25477.v1.fastGWA.gz
25478,Mean ISOVF in fornix cres+stria terminalis on FA skeleton (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25478.v1.fastGWA.gz
25479,Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25479.v1.fastGWA.gz
25480,Mean ISOVF in superior longitudinal fasciculus on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25480.v1.fastGWA.gz
25481,Mean ISOVF in superior longitudinal fasciculus on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25481.v1.fastGWA.gz
25482,Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25482.v1.fastGWA.gz
25483,Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (left),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25483.v1.fastGWA.gz
25484,Mean ISOVF in uncinate fasciculus on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25484.v1.fastGWA.gz
25485,Mean ISOVF in uncinate fasciculus on FA skeleton (left),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25485.v1.fastGWA.gz
25486,Mean ISOVF in tapetum on FA skeleton (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25486.v1.fastGWA.gz
25487,Mean ISOVF in tapetum on FA skeleton (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25487.v1.fastGWA.gz
25488,Weighted-mean FA in tract acoustic radiation (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25488.v1.fastGWA.gz
25489,Weighted-mean FA in tract acoustic radiation (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25489.v1.fastGWA.gz
25490,Weighted-mean FA in tract anterior thalamic radiation (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25490.v1.fastGWA.gz
25491,Weighted-mean FA in tract anterior thalamic radiation (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25491.v1.fastGWA.gz
25492,Weighted-mean FA in tract cingulate gyrus part of cingulum (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25492.v1.fastGWA.gz
25493,Weighted-mean FA in tract cingulate gyrus part of cingulum (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25493.v1.fastGWA.gz
25494,Weighted-mean FA in tract parahippocampal part of cingulum (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25494.v1.fastGWA.gz
25495,Weighted-mean FA in tract parahippocampal part of cingulum (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25495.v1.fastGWA.gz
25496,Weighted-mean FA in tract corticospinal tract (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25496.v1.fastGWA.gz
25497,Weighted-mean FA in tract corticospinal tract (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25497.v1.fastGWA.gz
25498,Weighted-mean FA in tract forceps major,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25498.v1.fastGWA.gz
25499,Weighted-mean FA in tract forceps minor,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25499.v1.fastGWA.gz
25500,Weighted-mean FA in tract inferior fronto-occipital fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25500.v1.fastGWA.gz
25501,Weighted-mean FA in tract inferior fronto-occipital fasciculus (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25501.v1.fastGWA.gz
25502,Weighted-mean FA in tract inferior longitudinal fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25502.v1.fastGWA.gz
25503,Weighted-mean FA in tract inferior longitudinal fasciculus (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25503.v1.fastGWA.gz
25504,Weighted-mean FA in tract middle cerebellar peduncle,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25504.v1.fastGWA.gz
25505,Weighted-mean FA in tract medial lemniscus (left),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25505.v1.fastGWA.gz
25506,Weighted-mean FA in tract medial lemniscus (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25506.v1.fastGWA.gz
25507,Weighted-mean FA in tract posterior thalamic radiation (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25507.v1.fastGWA.gz
25508,Weighted-mean FA in tract posterior thalamic radiation (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25508.v1.fastGWA.gz
25509,Weighted-mean FA in tract superior longitudinal fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25509.v1.fastGWA.gz
25510,Weighted-mean FA in tract superior longitudinal fasciculus (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25510.v1.fastGWA.gz
25511,Weighted-mean FA in tract superior thalamic radiation (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25511.v1.fastGWA.gz
25512,Weighted-mean FA in tract superior thalamic radiation (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25512.v1.fastGWA.gz
25513,Weighted-mean FA in tract uncinate fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25513.v1.fastGWA.gz
25514,Weighted-mean FA in tract uncinate fasciculus (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25514.v1.fastGWA.gz
25515,Weighted-mean MD in tract acoustic radiation (left),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25515.v1.fastGWA.gz
25516,Weighted-mean MD in tract acoustic radiation (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25516.v1.fastGWA.gz
25517,Weighted-mean MD in tract anterior thalamic radiation (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25517.v1.fastGWA.gz
25518,Weighted-mean MD in tract anterior thalamic radiation (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25518.v1.fastGWA.gz
25519,Weighted-mean MD in tract cingulate gyrus part of cingulum (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25519.v1.fastGWA.gz
25520,Weighted-mean MD in tract cingulate gyrus part of cingulum (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25520.v1.fastGWA.gz
25521,Weighted-mean MD in tract parahippocampal part of cingulum (left),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25521.v1.fastGWA.gz
25522,Weighted-mean MD in tract parahippocampal part of cingulum (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25522.v1.fastGWA.gz
25523,Weighted-mean MD in tract corticospinal tract (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25523.v1.fastGWA.gz
25524,Weighted-mean MD in tract corticospinal tract (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25524.v1.fastGWA.gz
25525,Weighted-mean MD in tract forceps major,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25525.v1.fastGWA.gz
25526,Weighted-mean MD in tract forceps minor,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25526.v1.fastGWA.gz
25527,Weighted-mean MD in tract inferior fronto-occipital fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25527.v1.fastGWA.gz
25528,Weighted-mean MD in tract inferior fronto-occipital fasciculus (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25528.v1.fastGWA.gz
25529,Weighted-mean MD in tract inferior longitudinal fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25529.v1.fastGWA.gz
25530,Weighted-mean MD in tract inferior longitudinal fasciculus (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25530.v1.fastGWA.gz
25531,Weighted-mean MD in tract middle cerebellar peduncle,Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25531.v1.fastGWA.gz
25532,Weighted-mean MD in tract medial lemniscus (left),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25532.v1.fastGWA.gz
25533,Weighted-mean MD in tract medial lemniscus (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25533.v1.fastGWA.gz
25534,Weighted-mean MD in tract posterior thalamic radiation (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25534.v1.fastGWA.gz
25535,Weighted-mean MD in tract posterior thalamic radiation (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25535.v1.fastGWA.gz
25536,Weighted-mean MD in tract superior longitudinal fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25536.v1.fastGWA.gz
25537,Weighted-mean MD in tract superior longitudinal fasciculus (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25537.v1.fastGWA.gz
25538,Weighted-mean MD in tract superior thalamic radiation (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25538.v1.fastGWA.gz
25539,Weighted-mean MD in tract superior thalamic radiation (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25539.v1.fastGWA.gz
25540,Weighted-mean MD in tract uncinate fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25540.v1.fastGWA.gz
25541,Weighted-mean MD in tract uncinate fasciculus (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25541.v1.fastGWA.gz
25542,Weighted-mean MO in tract acoustic radiation (left),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25542.v1.fastGWA.gz
25543,Weighted-mean MO in tract acoustic radiation (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25543.v1.fastGWA.gz
25544,Weighted-mean MO in tract anterior thalamic radiation (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25544.v1.fastGWA.gz
25545,Weighted-mean MO in tract anterior thalamic radiation (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25545.v1.fastGWA.gz
25546,Weighted-mean MO in tract cingulate gyrus part of cingulum (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25546.v1.fastGWA.gz
25547,Weighted-mean MO in tract cingulate gyrus part of cingulum (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25547.v1.fastGWA.gz
25548,Weighted-mean MO in tract parahippocampal part of cingulum (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25548.v1.fastGWA.gz
25549,Weighted-mean MO in tract parahippocampal part of cingulum (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25549.v1.fastGWA.gz
25550,Weighted-mean MO in tract corticospinal tract (left),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25550.v1.fastGWA.gz
25551,Weighted-mean MO in tract corticospinal tract (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25551.v1.fastGWA.gz
25552,Weighted-mean MO in tract forceps major,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25552.v1.fastGWA.gz
25553,Weighted-mean MO in tract forceps minor,Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25553.v1.fastGWA.gz
25554,Weighted-mean MO in tract inferior fronto-occipital fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25554.v1.fastGWA.gz
25555,Weighted-mean MO in tract inferior fronto-occipital fasciculus (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25555.v1.fastGWA.gz
25556,Weighted-mean MO in tract inferior longitudinal fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25556.v1.fastGWA.gz
25557,Weighted-mean MO in tract inferior longitudinal fasciculus (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25557.v1.fastGWA.gz
25558,Weighted-mean MO in tract middle cerebellar peduncle,Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25558.v1.fastGWA.gz
25559,Weighted-mean MO in tract medial lemniscus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25559.v1.fastGWA.gz
25560,Weighted-mean MO in tract medial lemniscus (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25560.v1.fastGWA.gz
25561,Weighted-mean MO in tract posterior thalamic radiation (left),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25561.v1.fastGWA.gz
25562,Weighted-mean MO in tract posterior thalamic radiation (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25562.v1.fastGWA.gz
25563,Weighted-mean MO in tract superior longitudinal fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25563.v1.fastGWA.gz
25564,Weighted-mean MO in tract superior longitudinal fasciculus (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25564.v1.fastGWA.gz
25565,Weighted-mean MO in tract superior thalamic radiation (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25565.v1.fastGWA.gz
25566,Weighted-mean MO in tract superior thalamic radiation (right),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25566.v1.fastGWA.gz
25567,Weighted-mean MO in tract uncinate fasciculus (left),Continuous,MLM,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25567.v1.fastGWA.gz
25568,Weighted-mean MO in tract uncinate fasciculus (right),Continuous,LR,9857,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25568.v1.fastGWA.gz
